NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,participant,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,96,,[],61,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,891.031,67d2f0a3fc7591bc603ac592,,,,894.958,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,96,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_0446_v4_2_mi_st.png,0.5,,,,,,,,[1.4370000000000118],2025-07-15_17h16.30.004,60,,[1.4370000000000118],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,97,,[],111,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,894.9639999999999,67d2f0a3fc7591bc603ac592,,,,898.605,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,97,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0472_v1_4_normal_nst.png,0.5,,,,,,,,[1.150000000000091],2025-07-15_17h16.30.004,110,,[1.150000000000091],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,98,,[],53,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,898.6129999999999,67d2f0a3fc7591bc603ac592,,,,908.456,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,98,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_avf_1_NORM_NOST.png,0.5,,,,,,,,[7.350999999999999],2025-07-15_17h16.30.004,52,,[7.350999999999999],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,99,,[1.0510000000000446],115,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.0510000000000446],,908.466,67d2f0a3fc7591bc603ac592,,,,912.007,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,99,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_v6_1_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,114,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,100,,[],14,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,912.0219999999999,67d2f0a3fc7591bc603ac592,,,,932.593,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,100,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0061_v4_3_MI_st.png,0.5,,,,,,,,[18.084999999999923],2025-07-15_17h16.30.004,13,,[18.084999999999923],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,101,,[],85,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,932.605,67d2f0a3fc7591bc603ac592,,,,936.705,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,101,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0098_v4_4_mi_st.png,0.5,,,,,,,,[1.6170000000000755],2025-07-15_17h16.30.004,84,,[1.6170000000000755],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,102,,[1.3339999999999463],127,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[1.3349999999999227],,936.7139999999999,67d2f0a3fc7591bc603ac592,,,,940.5409999999999,,0.65,0,,-0.45,[],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,102,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0031_v4_6_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,126,,[],0,AC,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,103,,[],114,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,940.5699999999999,67d2f0a3fc7591bc603ac592,,,,944.388,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,103,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_iii_5_normal_nst.png,0.5,,,,,,,,[1.3500000000000227],2025-07-15_17h16.30.004,113,,[1.3500000000000227],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,104,,[2.75],81,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.75],,944.396,67d2f0a3fc7591bc603ac592,,,,949.638,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,104,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0064_v1_2_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,80,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,105,,[1.33299999999997],39,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.33299999999997],,949.644,67d2f0a3fc7591bc603ac592,,,,953.472,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,105,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0305_i_4_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,38,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,106,,[],21,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,953.48,67d2f0a3fc7591bc603ac592,,,,958.154,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,106,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0092_v1_6_MI_st.png,0.5,,,,,,,,[2.1829999999999927],2025-07-15_17h16.30.004,20,,[2.1829999999999927],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,107,,[],2,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,958.162,67d2f0a3fc7591bc603ac592,,,,962.221,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,107,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0016_avf_1_MI_st.png,0.5,,,,,,,,[1.5670000000000073],2025-07-15_17h16.30.004,1,,[1.5670000000000073],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,108,,[],54,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,962.228,67d2f0a3fc7591bc603ac592,,,,965.871,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,108,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_i_5_NORM_NOST.png,0.5,,,,,,,,[1.1649999999999636],2025-07-15_17h16.30.004,53,,[1.1649999999999636],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,109,,[1.7000000000000455],1,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.7000000000000455],,965.877,67d2f0a3fc7591bc603ac592,,,,970.072,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,109,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0014_iii_1_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,0,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,110,,[1.6520000000000437],93,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[1.6520000000000437],,970.081,67d2f0a3fc7591bc603ac592,,,,974.2239999999999,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,110,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_v4_4_normal_nst.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,92,,[],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,111,,[],107,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,974.241,67d2f0a3fc7591bc603ac592,,,,977.8549999999999,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,111,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avr_5_normal_nst.png,0.5,,,,,,,,[1.1319999999998345],2025-07-15_17h16.30.004,106,,[1.1319999999998345],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,112,,[],71,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,977.862,67d2f0a3fc7591bc603ac592,,,,981.7889999999999,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,112,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0038_v1_6_mi_st.png,0.5,,,,,,,,[1.4349999999999454],2025-07-15_17h16.30.004,70,,[1.4349999999999454],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,113,,[],55,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,981.802,67d2f0a3fc7591bc603ac592,,,,985.7220000000001,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,113,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0478_iii_5_NORM_NOST.png,0.5,,,,,,,,[1.4350000000001728],2025-07-15_17h16.30.004,54,,[1.4350000000001728],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,114,,[],124,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[],,985.736,67d2f0a3fc7591bc603ac592,,,,989.572,,-0.65,1,,-0.45,[],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,114,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0491_v6_1_normal_nst.png,0.5,,,,,,,,[1.3510000000001128],2025-07-15_17h16.30.004,123,,[1.3510000000001128],0,AC,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,115,,[],105,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,989.58,67d2f0a3fc7591bc603ac592,,,,995.0400000000001,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,115,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avf_4_normal_nst.png,0.5,,,,,,,,[2.969000000000051],2025-07-15_17h16.30.004,104,,[2.969000000000051],0,NORM_no_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.45,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,116,,[1.7010000000000218],123,,,687671e2818b7ec977627768,001,,,,AC,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please IGNORE the following ECG and click on the centre of the visualisation.,,[1.7010000000000218],,995.0459999999999,67d2f0a3fc7591bc603ac592,,,,999.2379999999999,,0.65,0,,-0.45,[],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,116,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0107_v1_3_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,122,,[],0,AC,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,117,,[2.6649999999999636],23,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.6649999999999636],,999.2479999999999,67d2f0a3fc7591bc603ac592,,,,1004.4050000000001,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,117,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0098_v4_4_MI_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,22,,[],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,118,,[2.5010000000002037],87,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.5010000000002037],,1004.4139999999999,67d2f0a3fc7591bc603ac592,,,,1009.4060000000001,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,118,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0107_v1_3_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,86,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,119,,[],18,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1009.4129999999999,67d2f0a3fc7591bc603ac592,,,,1013.224,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,119,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0064_avr_2_MI_st.png,0.5,,,,,,,,[1.318000000000211],2025-07-15_17h16.30.004,17,,[1.318000000000211],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,120,,[],35,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1013.235,67d2f0a3fc7591bc603ac592,,,,1017.755,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,120,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0299_v1_5_NORM_NOST.png,0.5,,,,,,,,[2.0329999999999018],2025-07-15_17h16.30.004,34,,[2.0329999999999018],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,121,,[],3,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1017.764,67d2f0a3fc7591bc603ac592,,,,1022.372,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,121,0.801425662,,,,,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0020_v1_3_MI_st.png,0.5,,,,,,,,[2.116999999999962],2025-07-15_17h16.30.004,2,,[2.116999999999962],0,MI_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,122,,[],43,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1022.379,67d2f0a3fc7591bc603ac592,,,,1026.505,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,122,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0460_avr_3_NORM_NOST.png,0.5,,,,,,,,[1.6330000000000382],2025-07-15_17h16.30.004,42,,[1.6330000000000382],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,123,,[],51,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1026.5140000000001,67d2f0a3fc7591bc603ac592,,,,1030.305,,0.65,1,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,123,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0467_v5_6_NORM_NOST.png,0.5,,,,,,,,[1.2999999999999545],2025-07-15_17h16.30.004,50,,[1.2999999999999545],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,124,,[0.6349999999999909],44,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[0.6349999999999909],,1030.315,67d2f0a3fc7591bc603ac592,,,,1033.44,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,124,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0460_i_5_NORM_NOST.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,43,,[],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,125,,[],52,,,687671e2818b7ec977627768,001,,,,N_ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[],,1033.452,67d2f0a3fc7591bc603ac592,,,,1038.489,,-0.65,1,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,125,0.801425662,,,,,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0472_v1_4_NORM_NOST.png,0.5,,,,,,,,[2.550999999999931],2025-07-15_17h16.30.004,51,,[2.5499999999999545],0,NORM_vis,,,,,ECG_X_EXP1_m1_JT,,,0,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,126,,[3.5009999999999764],70,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[3.5009999999999764],,1038.497,67d2f0a3fc7591bc603ac592,,,,1044.489,,-0.65,0,,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,126,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0029_v1_2_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,69,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿-0.425,,,1,161563,,,,,68766fd199ac5101833eeb20,,,,127,,[2.2509999999999764],63,,,687671e2818b7ec977627768,001,,,,ST,,,59.952038369329664,,0,,,,,,,[],,,,2025-07-15_17h15.45.840,,Please look at the following ECG and decide if ST-elevation is present.,,[2.2509999999999764],,1044.4940000000001,67d2f0a3fc7591bc603ac592,,,,1049.239,,0.65,0,,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,127,0.801425662,,,,,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0014_iii_1_mi_st.png,0.5,,,,,,,,[],2025-07-15_17h16.30.004,62,,[],0,MI_no_vis,,,,,ECG_X_EXP1_m1_JT,,,1,,,
﻿,,1049.24,,161563,,,,,68766fd199ac5101833eeb20,,,,,,,,,,687671e2818b7ec977627768,001,,,,,,,59.952038369329664,,,,,,,,,,,,,2025-07-15_17h15.45.840,,,,,,,67d2f0a3fc7591bc603ac592,,,,,,,,,,,,,2024.2.4,Win32,ECG_X_EXP1_m1_JT,,,,,,,,,,,,,,,,,,,2025-07-15_17h16.30.004,,,,,,,,,,ECG_X_EXP1_m1_JT,,,,,,1053.326
